condition_status,year,race,bmi,wtgain,counts,condition
Yes,2021,Black or African American,Normal 18.5-24.9,Unknown or Not Stated,10,infertility_treatment_used
Yes,2021,Black or African American,Overweight 25.0-29.9,Less than 11 pounds,139,infertility_treatment_used
Yes,2021,Black or African American,Overweight 25.0-29.9,11 to 20 pounds,335,infertility_treatment_used
Yes,2021,Black or African American,Overweight 25.0-29.9,21 to 30 pounds,426,infertility_treatment_used
Yes,2021,Black or African American,Overweight 25.0-29.9,31 to 40 pounds,348,infertility_treatment_used
Yes,2021,Black or African American,Overweight 25.0-29.9,41 to 98 pounds,359,infertility_treatment_used
Yes,2021,Black or African American,Obesity I 30.0-34.9,Less than 11 pounds,199,infertility_treatment_used
Yes,2021,Black or African American,Obesity I 30.0-34.9,11 to 20 pounds,303,infertility_treatment_used
Yes,2021,Black or African American,Obesity I 30.0-34.9,21 to 30 pounds,296,infertility_treatment_used
Yes,2021,Black or African American,Obesity I 30.0-34.9,31 to 40 pounds,210,infertility_treatment_used
Yes,2021,Black or African American,Obesity I 30.0-34.9,41 to 98 pounds,181,infertility_treatment_used
Yes,2021,Black or African American,Obesity I 30.0-34.9,Unknown or Not Stated,16,infertility_treatment_used
Yes,2021,Black or African American,Obesity II 35.0-39.9,Less than 11 pounds,144,infertility_treatment_used
Yes,2021,Black or African American,Obesity II 35.0-39.9,11 to 20 pounds,158,infertility_treatment_used
Yes,2021,Black or African American,Obesity II 35.0-39.9,21 to 30 pounds,149,infertility_treatment_used
Yes,2021,Black or African American,Obesity II 35.0-39.9,31 to 40 pounds,102,infertility_treatment_used
Yes,2021,Black or African American,Obesity II 35.0-39.9,41 to 98 pounds,81,infertility_treatment_used
Yes,2021,Black or African American,Extreme Obesity III > 39.9,Less than 11 pounds,125,infertility_treatment_used
Yes,2021,Black or African American,Extreme Obesity III > 39.9,11 to 20 pounds,105,infertility_treatment_used
Yes,2021,Black or African American,Extreme Obesity III > 39.9,21 to 30 pounds,61,infertility_treatment_used
Yes,2021,Black or African American,Extreme Obesity III > 39.9,31 to 40 pounds,43,infertility_treatment_used
Yes,2021,Black or African American,Extreme Obesity III > 39.9,41 to 98 pounds,40,infertility_treatment_used
Yes,2021,Black or African American,Unknown or Not Stated,Unknown or Not Stated,95,infertility_treatment_used
Yes,2021,Native Hawaiian or Other Pacific Islander,Normal 18.5-24.9,41 to 98 pounds,11,infertility_treatment_used
Yes,2021,Native Hawaiian or Other Pacific Islander,Overweight 25.0-29.9,21 to 30 pounds,14,infertility_treatment_used
Yes,2021,White,Underweight <18.5,11 to 20 pounds,131,infertility_treatment_used
Yes,2021,White,Underweight <18.5,21 to 30 pounds,412,infertility_treatment_used
Yes,2021,White,Underweight <18.5,31 to 40 pounds,275,infertility_treatment_used
Yes,2021,White,Underweight <18.5,41 to 98 pounds,198,infertility_treatment_used
Yes,2021,White,Normal 18.5-24.9,Less than 11 pounds,458,infertility_treatment_used
Yes,2021,White,Normal 18.5-24.9,11 to 20 pounds,2831,infertility_treatment_used
Yes,2021,White,Normal 18.5-24.9,21 to 30 pounds,8711,infertility_treatment_used
Yes,2021,White,Normal 18.5-24.9,31 to 40 pounds,8769,infertility_treatment_used
Yes,2021,White,Normal 18.5-24.9,41 to 98 pounds,6505,infertility_treatment_used
Yes,2021,White,Normal 18.5-24.9,Unknown or Not Stated,140,infertility_treatment_used
Yes,2021,White,Overweight 25.0-29.9,Less than 11 pounds,851,infertility_treatment_used
Yes,2021,White,Overweight 25.0-29.9,11 to 20 pounds,2556,infertility_treatment_used
Yes,2021,White,Overweight 25.0-29.9,21 to 30 pounds,4694,infertility_treatment_used
Yes,2021,White,Overweight 25.0-29.9,31 to 40 pounds,4310,infertility_treatment_used
Yes,2021,White,Overweight 25.0-29.9,41 to 98 pounds,4052,infertility_treatment_used
Yes,2021,White,Overweight 25.0-29.9,Unknown or Not Stated,97,infertility_treatment_used
Yes,2021,White,Obesity I 30.0-34.9,Less than 11 pounds,1226,infertility_treatment_used
Yes,2021,White,Obesity I 30.0-34.9,11 to 20 pounds,2077,infertility_treatment_used
Yes,2021,White,Obesity I 30.0-34.9,21 to 30 pounds,2562,infertility_treatment_used
Yes,2021,White,Obesity I 30.0-34.9,31 to 40 pounds,1798,infertility_treatment_used
Yes,2021,White,Obesity I 30.0-34.9,41 to 98 pounds,1607,infertility_treatment_used
Yes,2021,White,Obesity I 30.0-34.9,Unknown or Not Stated,56,infertility_treatment_used
Yes,2021,White,Obesity II 35.0-39.9,Less than 11 pounds,1103,infertility_treatment_used
Yes,2021,White,Obesity II 35.0-39.9,11 to 20 pounds,1353,infertility_treatment_used
Yes,2021,White,Obesity II 35.0-39.9,21 to 30 pounds,1302,infertility_treatment_used
Yes,2021,White,Obesity II 35.0-39.9,31 to 40 pounds,724,infertility_treatment_used
Yes,2021,White,Obesity II 35.0-39.9,41 to 98 pounds,667,infertility_treatment_used
Yes,2021,White,Obesity II 35.0-39.9,Unknown or Not Stated,56,infertility_treatment_used
Yes,2021,White,Extreme Obesity III > 39.9,Less than 11 pounds,1030,infertility_treatment_used
Yes,2021,White,Extreme Obesity III > 39.9,11 to 20 pounds,835,infertility_treatment_used
Yes,2021,White,Extreme Obesity III > 39.9,21 to 30 pounds,743,infertility_treatment_used
Yes,2021,White,Extreme Obesity III > 39.9,31 to 40 pounds,410,infertility_treatment_used
Yes,2021,White,Extreme Obesity III > 39.9,41 to 98 pounds,392,infertility_treatment_used
Yes,2021,White,Extreme Obesity III > 39.9,Unknown or Not Stated,71,infertility_treatment_used
Yes,2021,White,Unknown or Not Stated,11 to 20 pounds,12,infertility_treatment_used
Yes,2021,White,Unknown or Not Stated,21 to 30 pounds,22,infertility_treatment_used
Yes,2021,White,Unknown or Not Stated,31 to 40 pounds,27,infertility_treatment_used
Yes,2021,White,Unknown or Not Stated,41 to 98 pounds,11,infertility_treatment_used
Yes,2021,White,Unknown or Not Stated,Unknown or Not Stated,704,infertility_treatment_used
Yes,2021,More than one race,Underweight <18.5,21 to 30 pounds,11,infertility_treatment_used
Yes,2021,More than one race,Normal 18.5-24.9,Less than 11 pounds,11,infertility_treatment_used
Yes,2021,More than one race,Normal 18.5-24.9,11 to 20 pounds,72,infertility_treatment_used
Yes,2021,More than one race,Normal 18.5-24.9,21 to 30 pounds,244,infertility_treatment_used
Yes,2021,More than one race,Normal 18.5-24.9,31 to 40 pounds,214,infertility_treatment_used
Yes,2021,More than one race,Normal 18.5-24.9,41 to 98 pounds,199,infertility_treatment_used
Yes,2021,More than one race,Overweight 25.0-29.9,Less than 11 pounds,33,infertility_treatment_used
Yes,2021,More than one race,Overweight 25.0-29.9,11 to 20 pounds,69,infertility_treatment_used
Yes,2021,More than one race,Overweight 25.0-29.9,21 to 30 pounds,131,infertility_treatment_used
Yes,2021,More than one race,Overweight 25.0-29.9,31 to 40 pounds,109,infertility_treatment_used
Yes,2021,More than one race,Overweight 25.0-29.9,41 to 98 pounds,120,infertility_treatment_used
Yes,2021,More than one race,Obesity I 30.0-34.9,Less than 11 pounds,39,infertility_treatment_used
Yes,2021,More than one race,Obesity I 30.0-34.9,11 to 20 pounds,73,infertility_treatment_used
Yes,2021,More than one race,Obesity I 30.0-34.9,21 to 30 pounds,78,infertility_treatment_used
Yes,2021,More than one race,Obesity I 30.0-34.9,31 to 40 pounds,43,infertility_treatment_used
Yes,2021,More than one race,Obesity I 30.0-34.9,41 to 98 pounds,53,infertility_treatment_used
Yes,2021,More than one race,Obesity II 35.0-39.9,Less than 11 pounds,29,infertility_treatment_used
Yes,2021,More than one race,Obesity II 35.0-39.9,11 to 20 pounds,34,infertility_treatment_used
Yes,2021,More than one race,Obesity II 35.0-39.9,21 to 30 pounds,35,infertility_treatment_used
Yes,2021,More than one race,Obesity II 35.0-39.9,31 to 40 pounds,22,infertility_treatment_used
Yes,2021,More than one race,Obesity II 35.0-39.9,41 to 98 pounds,26,infertility_treatment_used
Yes,2021,More than one race,Extreme Obesity III > 39.9,Less than 11 pounds,34,infertility_treatment_used
Yes,2021,More than one race,Extreme Obesity III > 39.9,11 to 20 pounds,22,infertility_treatment_used
Yes,2021,More than one race,Extreme Obesity III > 39.9,21 to 30 pounds,22,infertility_treatment_used
Yes,2021,More than one race,Extreme Obesity III > 39.9,41 to 98 pounds,11,infertility_treatment_used
Yes,2021,More than one race,Unknown or Not Stated,Unknown or Not Stated,24,infertility_treatment_used
No,2021,American Indian or Alaska Native,Underweight <18.5,Less than 11 pounds,34,infertility_treatment_used
No,2021,American Indian or Alaska Native,Underweight <18.5,11 to 20 pounds,96,infertility_treatment_used
No,2021,American Indian or Alaska Native,Underweight <18.5,21 to 30 pounds,176,infertility_treatment_used
No,2021,American Indian or Alaska Native,Underweight <18.5,31 to 40 pounds,158,infertility_treatment_used
No,2021,American Indian or Alaska Native,Underweight <18.5,41 to 98 pounds,213,infertility_treatment_used
No,2021,American Indian or Alaska Native,Underweight <18.5,Unknown or Not Stated,15,infertility_treatment_used
No,2021,American Indian or Alaska Native,Normal 18.5-24.9,Less than 11 pounds,643,infertility_treatment_used
No,2021,American Indian or Alaska Native,Normal 18.5-24.9,11 to 20 pounds,1405,infertility_treatment_used
No,2021,American Indian or Alaska Native,Normal 18.5-24.9,21 to 30 pounds,2520,infertility_treatment_used
No,2021,American Indian or Alaska Native,Normal 18.5-24.9,31 to 40 pounds,2399,infertility_treatment_used
No,2021,American Indian or Alaska Native,Normal 18.5-24.9,41 to 98 pounds,2809,infertility_treatment_used
No,2021,American Indian or Alaska Native,Normal 18.5-24.9,Unknown or Not Stated,122,infertility_treatment_used
No,2021,American Indian or Alaska Native,Overweight 25.0-29.9,Less than 11 pounds,1124,infertility_treatment_used
No,2021,American Indian or Alaska Native,Overweight 25.0-29.9,11 to 20 pounds,1751,infertility_treatment_used
No,2021,American Indian or Alaska Native,Overweight 25.0-29.9,21 to 30 pounds,2295,infertility_treatment_used
No,2021,American Indian or Alaska Native,Overweight 25.0-29.9,31 to 40 pounds,1938,infertility_treatment_used
No,2021,American Indian or Alaska Native,Overweight 25.0-29.9,41 to 98 pounds,2148,infertility_treatment_used
No,2021,American Indian or Alaska Native,Overweight 25.0-29.9,Unknown or Not Stated,114,infertility_treatment_used
No,2021,American Indian or Alaska Native,Obesity I 30.0-34.9,Less than 11 pounds,1311,infertility_treatment_used
No,2021,American Indian or Alaska Native,Obesity I 30.0-34.9,11 to 20 pounds,1584,infertility_treatment_used
No,2021,American Indian or Alaska Native,Obesity I 30.0-34.9,21 to 30 pounds,1631,infertility_treatment_used
No,2021,American Indian or Alaska Native,Obesity I 30.0-34.9,31 to 40 pounds,1162,infertility_treatment_used
No,2021,American Indian or Alaska Native,Obesity I 30.0-34.9,41 to 98 pounds,1205,infertility_treatment_used
No,2021,American Indian or Alaska Native,Obesity I 30.0-34.9,Unknown or Not Stated,106,infertility_treatment_used
No,2021,American Indian or Alaska Native,Obesity II 35.0-39.9,Less than 11 pounds,1028,infertility_treatment_used
No,2021,American Indian or Alaska Native,Obesity II 35.0-39.9,11 to 20 pounds,946,infertility_treatment_used
No,2021,American Indian or Alaska Native,Obesity II 35.0-39.9,21 to 30 pounds,847,infertility_treatment_used
No,2021,American Indian or Alaska Native,Obesity II 35.0-39.9,31 to 40 pounds,523,infertility_treatment_used
No,2021,American Indian or Alaska Native,Obesity II 35.0-39.9,41 to 98 pounds,545,infertility_treatment_used
No,2021,American Indian or Alaska Native,Obesity II 35.0-39.9,Unknown or Not Stated,83,infertility_treatment_used
No,2021,American Indian or Alaska Native,Extreme Obesity III > 39.9,Less than 11 pounds,882,infertility_treatment_used
No,2021,American Indian or Alaska Native,Extreme Obesity III > 39.9,11 to 20 pounds,591,infertility_treatment_used
No,2021,American Indian or Alaska Native,Extreme Obesity III > 39.9,21 to 30 pounds,527,infertility_treatment_used
No,2021,American Indian or Alaska Native,Extreme Obesity III > 39.9,31 to 40 pounds,282,infertility_treatment_used
No,2021,American Indian or Alaska Native,Extreme Obesity III > 39.9,41 to 98 pounds,324,infertility_treatment_used
No,2021,American Indian or Alaska Native,Extreme Obesity III > 39.9,Unknown or Not Stated,72,infertility_treatment_used
No,2021,American Indian or Alaska Native,Unknown or Not Stated,Less than 11 pounds,15,infertility_treatment_used
No,2021,American Indian or Alaska Native,Unknown or Not Stated,21 to 30 pounds,23,infertility_treatment_used
No,2021,American Indian or Alaska Native,Unknown or Not Stated,31 to 40 pounds,12,infertility_treatment_used
No,2021,American Indian or Alaska Native,Unknown or Not Stated,41 to 98 pounds,13,infertility_treatment_used
No,2021,American Indian or Alaska Native,Unknown or Not Stated,Unknown or Not Stated,905,infertility_treatment_used
No,2021,Asian,Underweight <18.5,Less than 11 pounds,197,infertility_treatment_used
No,2021,Asian,Underweight <18.5,11 to 20 pounds,1613,infertility_treatment_used
No,2021,Asian,Underweight <18.5,21 to 30 pounds,4144,infertility_treatment_used
No,2021,Asian,Underweight <18.5,31 to 40 pounds,2979,infertility_treatment_used
No,2021,Asian,Underweight <18.5,41 to 98 pounds,1427,infertility_treatment_used
No,2021,Asian,Underweight <18.5,Unknown or Not Stated,68,infertility_treatment_used
No,2021,Asian,Normal 18.5-24.9,Less than 11 pounds,4320,infertility_treatment_used
No,2021,Asian,Normal 18.5-24.9,11 to 20 pounds,20385,infertility_treatment_used
No,2021,Asian,Normal 18.5-24.9,21 to 30 pounds,43614,infertility_treatment_used
No,2021,Asian,Normal 18.5-24.9,31 to 40 pounds,33687,infertility_treatment_used
No,2021,Asian,Normal 18.5-24.9,41 to 98 pounds,16801,infertility_treatment_used
No,2021,Asian,Normal 18.5-24.9,Unknown or Not Stated,853,infertility_treatment_used
No,2021,Asian,Overweight 25.0-29.9,Less than 11 pounds,6018,infertility_treatment_used
No,2021,Asian,Overweight 25.0-29.9,11 to 20 pounds,13649,infertility_treatment_used
No,2021,Asian,Overweight 25.0-29.9,21 to 30 pounds,17702,infertility_treatment_used
No,2021,Asian,Overweight 25.0-29.9,31 to 40 pounds,11080,infertility_treatment_used
No,2021,Asian,Overweight 25.0-29.9,41 to 98 pounds,6339,infertility_treatment_used
No,2021,Asian,Overweight 25.0-29.9,Unknown or Not Stated,430,infertility_treatment_used
No,2021,Asian,Obesity I 30.0-34.9,Less than 11 pounds,3752,infertility_treatment_used
No,2021,Asian,Obesity I 30.0-34.9,11 to 20 pounds,5888,infertility_treatment_used
No,2021,Asian,Obesity I 30.0-34.9,21 to 30 pounds,5611,infertility_treatment_used
No,2021,Asian,Obesity I 30.0-34.9,31 to 40 pounds,3027,infertility_treatment_used
No,2021,Asian,Obesity I 30.0-34.9,41 to 98 pounds,1754,infertility_treatment_used
No,2021,Asian,Obesity I 30.0-34.9,Unknown or Not Stated,193,infertility_treatment_used
No,2021,Asian,Obesity II 35.0-39.9,Less than 11 pounds,1363,infertility_treatment_used
No,2021,Asian,Obesity II 35.0-39.9,11 to 20 pounds,1584,infertility_treatment_used
No,2021,Asian,Obesity II 35.0-39.9,21 to 30 pounds,1400,infertility_treatment_used
No,2021,Asian,Obesity II 35.0-39.9,31 to 40 pounds,681,infertility_treatment_used
No,2021,Asian,Obesity II 35.0-39.9,41 to 98 pounds,413,infertility_treatment_used
No,2021,Asian,Obesity II 35.0-39.9,Unknown or Not Stated,57,infertility_treatment_used
No,2021,Asian,Extreme Obesity III > 39.9,Less than 11 pounds,579,infertility_treatment_used
No,2021,Asian,Extreme Obesity III > 39.9,11 to 20 pounds,543,infertility_treatment_used
No,2021,Asian,Extreme Obesity III > 39.9,21 to 30 pounds,392,infertility_treatment_used
No,2021,Asian,Extreme Obesity III > 39.9,31 to 40 pounds,187,infertility_treatment_used
No,2021,Asian,Extreme Obesity III > 39.9,41 to 98 pounds,147,infertility_treatment_used
No,2021,Asian,Extreme Obesity III > 39.9,Unknown or Not Stated,40,infertility_treatment_used
No,2021,Asian,Unknown or Not Stated,Less than 11 pounds,47,infertility_treatment_used
No,2021,Asian,Unknown or Not Stated,11 to 20 pounds,103,infertility_treatment_used
No,2021,Asian,Unknown or Not Stated,21 to 30 pounds,134,infertility_treatment_used
No,2021,Asian,Unknown or Not Stated,31 to 40 pounds,109,infertility_treatment_used
No,2021,Asian,Unknown or Not Stated,41 to 98 pounds,52,infertility_treatment_used
No,2021,Asian,Unknown or Not Stated,Unknown or Not Stated,4118,infertility_treatment_used
No,2021,Black or African American,Underweight <18.5,Less than 11 pounds,526,infertility_treatment_used
No,2021,Black or African American,Underweight <18.5,11 to 20 pounds,2206,infertility_treatment_used
No,2021,Black or African American,Underweight <18.5,21 to 30 pounds,4352,infertility_treatment_used
No,2021,Black or African American,Underweight <18.5,31 to 40 pounds,3851,infertility_treatment_used
No,2021,Black or African American,Underweight <18.5,41 to 98 pounds,3898,infertility_treatment_used
No,2021,Black or African American,Underweight <18.5,Unknown or Not Stated,108,infertility_treatment_used
No,2021,Black or African American,Normal 18.5-24.9,Less than 11 pounds,9789,infertility_treatment_used
No,2021,Black or African American,Normal 18.5-24.9,11 to 20 pounds,27023,infertility_treatment_used
No,2021,Black or African American,Normal 18.5-24.9,21 to 30 pounds,44703,infertility_treatment_used
No,2021,Black or African American,Normal 18.5-24.9,31 to 40 pounds,39622,infertility_treatment_used
No,2021,Black or African American,Normal 18.5-24.9,41 to 98 pounds,43181,infertility_treatment_used
No,2021,Black or African American,Normal 18.5-24.9,Unknown or Not Stated,1260,infertility_treatment_used
No,2021,Black or African American,Overweight 25.0-29.9,Less than 11 pounds,16600,infertility_treatment_used
No,2021,Black or African American,Overweight 25.0-29.9,11 to 20 pounds,30553,infertility_treatment_used
No,2021,Black or African American,Overweight 25.0-29.9,21 to 30 pounds,39158,infertility_treatment_used
No,2021,Black or African American,Overweight 25.0-29.9,31 to 40 pounds,30125,infertility_treatment_used
No,2021,Black or African American,Overweight 25.0-29.9,41 to 98 pounds,33452,infertility_treatment_used
