"""Notes""","""State of Residence""","""State of Residence Code""","""Year""","""Year Code""","""Number of Previous Cesareans""","""Number of Previous Cesareans Code""","Births"
NA,"""Washington""","""53""","""2020""","""2020""","""1 previous cesareans""","""1""",8043
NA,"""Washington""","""53""","""2020""","""2020""","""2 previous cesareans""","""2""",2284
NA,"""Washington""","""53""","""2020""","""2020""","""3 previous cesareans""","""3""",626
NA,"""Washington""","""53""","""2020""","""2020""","""4 or more previous cesareans""","""4""",205
NA,"""Washington""","""53""","""2020""","""2020""","""Unknown or Not Stated""","""99""",717
NA,"""Washington""","""53""","""2021""","""2021""","""0 previous cesareans""","""0""",72107
NA,"""Washington""","""53""","""2021""","""2021""","""1 previous cesareans""","""1""",7840
NA,"""Washington""","""53""","""2021""","""2021""","""2 previous cesareans""","""2""",2095
NA,"""Washington""","""53""","""2021""","""2021""","""3 previous cesareans""","""3""",653
NA,"""Washington""","""53""","""2021""","""2021""","""4 or more previous cesareans""","""4""",184
NA,"""Washington""","""53""","""2021""","""2021""","""Unknown or Not Stated""","""99""",1032
NA,"""West Virginia""","""54""","""2016""","""2016""","""0 previous cesareans""","""0""",15920
NA,"""West Virginia""","""54""","""2016""","""2016""","""1 previous cesareans""","""1""",2086
NA,"""West Virginia""","""54""","""2016""","""2016""","""2 previous cesareans""","""2""",737
NA,"""West Virginia""","""54""","""2016""","""2016""","""3 previous cesareans""","""3""",165
NA,"""West Virginia""","""54""","""2016""","""2016""","""4 or more previous cesareans""","""4""",40
NA,"""West Virginia""","""54""","""2016""","""2016""","""Unknown or Not Stated""","""99""",131
NA,"""West Virginia""","""54""","""2017""","""2017""","""0 previous cesareans""","""0""",15474
NA,"""West Virginia""","""54""","""2017""","""2017""","""1 previous cesareans""","""1""",2091
NA,"""West Virginia""","""54""","""2017""","""2017""","""2 previous cesareans""","""2""",736
NA,"""West Virginia""","""54""","""2017""","""2017""","""3 previous cesareans""","""3""",200
NA,"""West Virginia""","""54""","""2017""","""2017""","""4 or more previous cesareans""","""4""",48
NA,"""West Virginia""","""54""","""2017""","""2017""","""Unknown or Not Stated""","""99""",126
NA,"""West Virginia""","""54""","""2018""","""2018""","""0 previous cesareans""","""0""",15221
NA,"""West Virginia""","""54""","""2018""","""2018""","""1 previous cesareans""","""1""",1940
NA,"""West Virginia""","""54""","""2018""","""2018""","""2 previous cesareans""","""2""",717
NA,"""West Virginia""","""54""","""2018""","""2018""","""3 previous cesareans""","""3""",196
NA,"""West Virginia""","""54""","""2018""","""2018""","""4 or more previous cesareans""","""4""",47
NA,"""West Virginia""","""54""","""2018""","""2018""","""Unknown or Not Stated""","""99""",127
NA,"""West Virginia""","""54""","""2019""","""2019""","""0 previous cesareans""","""0""",15102
NA,"""West Virginia""","""54""","""2019""","""2019""","""1 previous cesareans""","""1""",1984
NA,"""West Virginia""","""54""","""2019""","""2019""","""2 previous cesareans""","""2""",686
NA,"""West Virginia""","""54""","""2019""","""2019""","""3 previous cesareans""","""3""",172
NA,"""West Virginia""","""54""","""2019""","""2019""","""4 or more previous cesareans""","""4""",61
NA,"""West Virginia""","""54""","""2019""","""2019""","""Unknown or Not Stated""","""99""",131
NA,"""West Virginia""","""54""","""2020""","""2020""","""0 previous cesareans""","""0""",14569
NA,"""West Virginia""","""54""","""2020""","""2020""","""1 previous cesareans""","""1""",1767
NA,"""West Virginia""","""54""","""2020""","""2020""","""2 previous cesareans""","""2""",635
NA,"""West Virginia""","""54""","""2020""","""2020""","""3 previous cesareans""","""3""",162
NA,"""West Virginia""","""54""","""2020""","""2020""","""4 or more previous cesareans""","""4""",43
NA,"""West Virginia""","""54""","""2020""","""2020""","""Unknown or Not Stated""","""99""",147
NA,"""West Virginia""","""54""","""2021""","""2021""","""0 previous cesareans""","""0""",14428
NA,"""West Virginia""","""54""","""2021""","""2021""","""1 previous cesareans""","""1""",1724
NA,"""West Virginia""","""54""","""2021""","""2021""","""2 previous cesareans""","""2""",657
NA,"""West Virginia""","""54""","""2021""","""2021""","""3 previous cesareans""","""3""",169
NA,"""West Virginia""","""54""","""2021""","""2021""","""4 or more previous cesareans""","""4""",33
NA,"""West Virginia""","""54""","""2021""","""2021""","""Unknown or Not Stated""","""99""",187
NA,"""Wisconsin""","""55""","""2016""","""2016""","""0 previous cesareans""","""0""",57345
NA,"""Wisconsin""","""55""","""2016""","""2016""","""1 previous cesareans""","""1""",6425
NA,"""Wisconsin""","""55""","""2016""","""2016""","""2 previous cesareans""","""2""",1935
NA,"""Wisconsin""","""55""","""2016""","""2016""","""3 previous cesareans""","""3""",533
NA,"""Wisconsin""","""55""","""2016""","""2016""","""4 or more previous cesareans""","""4""",155
NA,"""Wisconsin""","""55""","""2016""","""2016""","""Unknown or Not Stated""","""99""",222
NA,"""Wisconsin""","""55""","""2017""","""2017""","""0 previous cesareans""","""0""",55588
NA,"""Wisconsin""","""55""","""2017""","""2017""","""1 previous cesareans""","""1""",6501
NA,"""Wisconsin""","""55""","""2017""","""2017""","""2 previous cesareans""","""2""",1990
NA,"""Wisconsin""","""55""","""2017""","""2017""","""3 previous cesareans""","""3""",547
NA,"""Wisconsin""","""55""","""2017""","""2017""","""4 or more previous cesareans""","""4""",166
NA,"""Wisconsin""","""55""","""2017""","""2017""","""Unknown or Not Stated""","""99""",183
NA,"""Wisconsin""","""55""","""2018""","""2018""","""0 previous cesareans""","""0""",54801
NA,"""Wisconsin""","""55""","""2018""","""2018""","""1 previous cesareans""","""1""",6389
NA,"""Wisconsin""","""55""","""2018""","""2018""","""2 previous cesareans""","""2""",1976
NA,"""Wisconsin""","""55""","""2018""","""2018""","""3 previous cesareans""","""3""",560
NA,"""Wisconsin""","""55""","""2018""","""2018""","""4 or more previous cesareans""","""4""",177
NA,"""Wisconsin""","""55""","""2018""","""2018""","""Unknown or Not Stated""","""99""",195
NA,"""Wisconsin""","""55""","""2019""","""2019""","""0 previous cesareans""","""0""",53851
NA,"""Wisconsin""","""55""","""2019""","""2019""","""1 previous cesareans""","""1""",6453
NA,"""Wisconsin""","""55""","""2019""","""2019""","""2 previous cesareans""","""2""",1982
NA,"""Wisconsin""","""55""","""2019""","""2019""","""3 previous cesareans""","""3""",578
NA,"""Wisconsin""","""55""","""2019""","""2019""","""4 or more previous cesareans""","""4""",190
NA,"""Wisconsin""","""55""","""2019""","""2019""","""Unknown or Not Stated""","""99""",216
NA,"""Wisconsin""","""55""","""2020""","""2020""","""0 previous cesareans""","""0""",51735
NA,"""Wisconsin""","""55""","""2020""","""2020""","""1 previous cesareans""","""1""",6153
NA,"""Wisconsin""","""55""","""2020""","""2020""","""2 previous cesareans""","""2""",1855
NA,"""Wisconsin""","""55""","""2020""","""2020""","""3 previous cesareans""","""3""",585
NA,"""Wisconsin""","""55""","""2020""","""2020""","""4 or more previous cesareans""","""4""",198
NA,"""Wisconsin""","""55""","""2020""","""2020""","""Unknown or Not Stated""","""99""",68
NA,"""Wisconsin""","""55""","""2021""","""2021""","""0 previous cesareans""","""0""",52844
NA,"""Wisconsin""","""55""","""2021""","""2021""","""1 previous cesareans""","""1""",6252
NA,"""Wisconsin""","""55""","""2021""","""2021""","""2 previous cesareans""","""2""",1839
NA,"""Wisconsin""","""55""","""2021""","""2021""","""3 previous cesareans""","""3""",574
NA,"""Wisconsin""","""55""","""2021""","""2021""","""4 or more previous cesareans""","""4""",169
NA,"""Wisconsin""","""55""","""2021""","""2021""","""Unknown or Not Stated""","""99""",103
NA,"""Wyoming""","""56""","""2016""","""2016""","""0 previous cesareans""","""0""",6332
NA,"""Wyoming""","""56""","""2016""","""2016""","""1 previous cesareans""","""1""",707
NA,"""Wyoming""","""56""","""2016""","""2016""","""2 previous cesareans""","""2""",245
NA,"""Wyoming""","""56""","""2016""","""2016""","""3 previous cesareans""","""3""",78
NA,"""Wyoming""","""56""","""2016""","""2016""","""4 or more previous cesareans""","""4""",20
NA,"""Wyoming""","""56""","""2017""","""2017""","""0 previous cesareans""","""0""",5965
NA,"""Wyoming""","""56""","""2017""","""2017""","""1 previous cesareans""","""1""",612
NA,"""Wyoming""","""56""","""2017""","""2017""","""2 previous cesareans""","""2""",237
NA,"""Wyoming""","""56""","""2017""","""2017""","""3 previous cesareans""","""3""",62
NA,"""Wyoming""","""56""","""2017""","""2017""","""4 or more previous cesareans""","""4""",26
NA,"""Wyoming""","""56""","""2018""","""2018""","""0 previous cesareans""","""0""",5720
NA,"""Wyoming""","""56""","""2018""","""2018""","""1 previous cesareans""","""1""",544
NA,"""Wyoming""","""56""","""2018""","""2018""","""2 previous cesareans""","""2""",223
NA,"""Wyoming""","""56""","""2018""","""2018""","""3 previous cesareans""","""3""",58
NA,"""Wyoming""","""56""","""2018""","""2018""","""4 or more previous cesareans""","""4""",14
NA,"""Wyoming""","""56""","""2019""","""2019""","""0 previous cesareans""","""0""",5704
NA,"""Wyoming""","""56""","""2019""","""2019""","""1 previous cesareans""","""1""",578
NA,"""Wyoming""","""56""","""2019""","""2019""","""2 previous cesareans""","""2""",197
NA,"""Wyoming""","""56""","""2019""","""2019""","""3 previous cesareans""","""3""",62
NA,"""Wyoming""","""56""","""2019""","""2019""","""4 or more previous cesareans""","""4""",23
NA,"""Wyoming""","""56""","""2020""","""2020""","""0 previous cesareans""","""0""",5290
NA,"""Wyoming""","""56""","""2020""","""2020""","""1 previous cesareans""","""1""",561
NA,"""Wyoming""","""56""","""2020""","""2020""","""2 previous cesareans""","""2""",195
NA,"""Wyoming""","""56""","""2020""","""2020""","""3 previous cesareans""","""3""",64
NA,"""Wyoming""","""56""","""2020""","""2020""","""4 or more previous cesareans""","""4""",16
NA,"""Wyoming""","""56""","""2021""","""2021""","""0 previous cesareans""","""0""",5449
NA,"""Wyoming""","""56""","""2021""","""2021""","""1 previous cesareans""","""1""",558
NA,"""Wyoming""","""56""","""2021""","""2021""","""2 previous cesareans""","""2""",172
NA,"""Wyoming""","""56""","""2021""","""2021""","""3 previous cesareans""","""3""",41
NA,"""Wyoming""","""56""","""2021""","""2021""","""4 or more previous cesareans""","""4""",14
